"course_id","title","link","provider","platform","skills","level","credential","duration","rating"
119,"Crash Course on Python","https://www.coursera.org/learn/python-crash-course","Google","Coursera","Scripting, Python Programming, Computer Programming, Computational Thinking, Data Structures, Integrated Development Environments, Debugging, Development Environment","Beginner","Course","1 - 3 Months","4.8"
120,"Google Cybersecurity","https://www.coursera.org/professional-certificates/google-cybersecurity","Google","Coursera","Threat Modeling, Network Security, Threat Management, Incident Response, Vulnerability Management, Computer Security Incident Management, Hardening, Intrusion Detection and Prevention, Security Management, Cyber Threat Intelligence, Cyber Attacks, Cybersecurity, Network Protocols, Cloud Security, Bash (Scripting Language), Debugging, Linux, Interviewing Skills, Python Programming, SQL","Beginner","Professional Certificate","3 - 6 Months","4.8"
121,"Programming for Everybody (Getting Started with Python)","https://www.coursera.org/learn/python","University of Michigan","Coursera","Programming Principles, Computer Programming, Python Programming, Computational Thinking, Software Installation, Development Environment","Beginner","Course","1 - 3 Months","4.8"
122,"Machine Learning with Python","https://www.coursera.org/learn/machine-learning-with-python","IBM","Coursera","Unsupervised Learning, Supervised Learning, Feature Engineering, Applied Machine Learning, Scikit Learn (Machine Learning Library), Machine Learning, Predictive Modeling, Dimensionality Reduction, Regression Analysis, Decision Tree Learning, Classification And Regression Tree (CART), Statistical Modeling","Intermediate","Course","1 - 3 Months","4.7"
123,"OpenAI GPTs: Creating Your Own Custom AI Assistants","https://www.coursera.org/learn/openai-custom-gpts","Vanderbilt University","Coursera","Generative AI, AI Personalization, ChatGPT, OpenAI, Personalized Service, Artificial Intelligence, Responsible AI, Prompt Engineering, LLM Application, Expense Management, Productivity Software, Verification And Validation, Travel Arrangements, Expense Reports, Test Case, Scenario Testing","Beginner","Course","1 - 4 Weeks","4.8"
124,"Introduction to AI","https://www.coursera.org/learn/google-introduction-to-ai","Google","Coursera","Generative AI, AI Product Strategy, Responsible AI, Machine Learning, Innovation, Critical Thinking","Beginner","Course","1 - 4 Weeks","4.8"
125,"Build a computer vision app with Azure Cognitive Services","https://www.coursera.org/projects/build-a-computer-vision-app-with-azure-cognitive-services","Microsoft","Coursera","Application Programming Interface (API), Microsoft Azure, Computer Vision, Artificial Intelligence and Machine Learning (AI/ML), User Accounts, Image Analysis, Artificial Intelligence, Cloud Solutions, Cloud Computing, Software Development","Intermediate","Guided Project","Less Than 2 Hours","4.5"
126,"Introduction to AI and Machine Learning on Google Cloud","https://www.coursera.org/learn/introduction-to-ai-and-machine-learning-on-google-cloud","Google Cloud","Coursera","Prompt Engineering, Google Cloud Platform, Generative AI, Cloud Infrastructure, MLOps (Machine Learning Operations), Cloud Platforms, Artificial Intelligence, Machine Learning, Natural Language Processing","Beginner","Course","1 - 3 Months","4.6"
127,"Network Security","https://www.coursera.org/learn/network-security","Cisco Learning and Certifications","Coursera","Network Security, Distributed Denial-Of-Service (DDoS) Attacks, Malware Protection, Network Monitoring, Network Administration, TCP/IP, Network Infrastructure, Infrastructure Security, Intrusion Detection and Prevention, Network Protocols, Load Balancing, Firewall, Vulnerability Assessments, General Networking, Authorization (Computing), Web Applications, Authentications","Mixed","Course","1 - 4 Weeks","4.8"
128,"Learn to Program: The Fundamentals","https://www.coursera.org/learn/learn-to-program","University of Toronto","Coursera","Programming Principles, Debugging, Software Documentation, Python Programming, Computer Programming, Program Development, Integrated Development Environments, Data Structures, File Management","Beginner","Course","1 - 3 Months","4.7"
129,"AI Infrastructure and Operations Fundamentals","https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals","NVIDIA","Coursera","Generative AI, Large Language Modeling, MLOps (Machine Learning Operations), Artificial Intelligence, Cloud Computing, Cloud Infrastructure, Infrastructure Architecture, Data Infrastructure, Artificial Neural Networks, IT Infrastructure, Information Technology Operations, Deep Learning, Network Infrastructure, Tensorflow, Hardware Architecture, Machine Learning, PyTorch (Machine Learning Library), Data Centers, Computer Architecture","Beginner","Course","1 - 4 Weeks","4.6"
130,"AI Security","https://www.coursera.org/learn/ai-security","Infosec","Coursera","Responsible AI, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Data Ethics, Governance, Law, Regulation, and Compliance, Program Development, Information Privacy, Legal Strategy, Data Security, Generative AI, Machine Learning, Computer Security, Risk Management","Beginner","Course","1 - 3 Months","4.6"
131,"Exploring Artificial Intelligence Use Cases and Applications","https://www.coursera.org/learn/exploring-artificial-intelligence-use-cases-and-applications","Amazon Web Services","Coursera","Generative AI, Business Metrics, Machine Learning Methods, Applied Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Machine Learning Algorithms, Artificial Intelligence, Key Performance Indicators (KPIs), Performance Measurement, Performance Metric, AI Product Strategy, Business Solutions","Beginner","Course","1 - 4 Weeks","4.4"
132,"AI For Everyone","https://www.coursera.org/learn/ai-for-everyone","DeepLearning.AI","Coursera","AI Product Strategy, Responsible AI, Data Ethics, Artificial Intelligence, Machine Learning, Strategic Thinking, Data Science, Deep Learning, Artificial Neural Networks","Beginner","Course","1 - 4 Weeks","4.8"
133,"GenAI for Digital Marketing Specialists","https://www.coursera.org/learn/genai-for-digital-marketing-specialists","Coursera Instructor Network","Coursera","Generative AI, Marketing Analytics, Brand Strategy, Content Creation, Content Marketing, Responsible AI, Brand Management, Brand Awareness, Prompt Engineering, OpenAI, Data Analysis, ChatGPT, Content Strategy","Intermediate","Course","1 - 4 Weeks","4.6"
134,"AI for Everyday Life","https://www.coursera.org/learn/ai-for-everyday-life","Kennesaw State University","Coursera","Prompt Engineering, Generative AI, Google Gemini, ChatGPT, Responsible AI, LLM Application, Artificial Intelligence, Communication, Anthropic Claude, Predictive Modeling","Beginner","Course","1 - 4 Weeks","4.7"
135,"Preparing Data for Analysis with Microsoft Excel","https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel","Microsoft","Coursera","Excel Formulas, Microsoft Excel, Power BI, Spreadsheet Software, Timelines, Data Analysis, Data Manipulation, Pivot Tables And Charts, Data Cleansing, Data Management","Beginner","Course","1 - 4 Weeks","4.7"
136,"Machine Learning for All","https://www.coursera.org/learn/uol-machine-learning-for-all","University of London","Coursera","Machine Learning, Data Processing, Artificial Intelligence, Data Analysis, Machine Learning Algorithms, Computer Vision, Data Collection, Software Testing","Beginner","Course","1 - 4 Weeks","4.7"
137,"Programming with Generative AI","https://www.coursera.org/learn/programming-with-generative-ai","Indian Institute of Technology Guwahati","Coursera","Microsoft Copilot, Generative AI, GitHub, OpenAI, Software Development Tools, Computer Programming Tools, Microsoft Visual Studio, Artificial Intelligence and Machine Learning (AI/ML), Computer Programming, Innovation","Beginner","Course","1 - 4 Weeks","4.6"
138,"Job Success: Get Hired or Promoted in 3 Steps","https://www.coursera.org/learn/get-hired","The State University of New York","Coursera","Infographics, LinkedIn, Social Media, Professional Development, Professional Networking, Verbal Communication Skills, Recruitment, Data Visualization, Branding","Beginner","Course","1 - 4 Weeks","4.5"
139,"Introduction to Cybersecurity Foundations","https://www.coursera.org/learn/introduction-to-cybersecurity-foundations","Infosec","Coursera","Cybersecurity, Cloud Computing, Network Monitoring, Command-Line Interface, Cloud Services, General Networking, Linux, Windows PowerShell, Virtual Machines","Beginner","Course","1 - 4 Weeks","4.7"
140,"Meta Back-End Developer","https://www.coursera.org/professional-certificates/meta-back-end-developer","Meta","Coursera","Django (Web Framework), Full-Stack Web Development, Version Control, Restful API, Data Structures, Unix Commands, Bootstrap (Front-End Framework), Git (Version Control System), Back-End Web Development, GitHub, Web Design and Development, Relational Databases, Front-End Web Development, Object Oriented Programming (OOP), Database Management Systems, SQL, Database Design, Python Programming, Computer Programming, Cloud Hosting","Beginner","Professional Certificate","3 - 6 Months","4.6"
141,"IBM AI Developer","https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai","IBM","Coursera","Prompt Engineering, Software Development Life Cycle, Prompt Patterns, Large Language Modeling, Software Architecture, Generative AI, LangChain, Responsive Web Design, Restful API, LLM Application, Flask (Web Framework), Cascading Style Sheets (CSS), Software Design, Web Design and Development, Application Deployment, Data Import/Export, Python Programming, Engineering Software, Machine Learning, Data Science","Beginner","Professional Certificate","3 - 6 Months","4.6"
142,"IBM Data Analyst","https://www.coursera.org/professional-certificates/ibm-data-analyst","IBM","Coursera","Exploratory Data Analysis, Data Storytelling, Data Wrangling, Dashboard, Data Visualization Software, Plotly, Data Visualization, Generative AI, SQL, Interactive Data Visualization, Data Transformation, Data Analysis, Data Cleansing, Big Data, IBM Cognos Analytics, Excel Formulas, Professional Networking, Data Import/Export, Microsoft Excel, Python Programming","Beginner","Professional Certificate","3 - 6 Months","4.6"
143,"Introduction to Statistics","https://www.coursera.org/learn/stanford-statistics","Stanford University","Coursera","Descriptive Statistics, Statistics, Statistical Methods, Sampling (Statistics), Statistical Analysis, Data Analysis, Statistical Modeling, Statistical Hypothesis Testing, Regression Analysis, Statistical Inference, Probability, Exploratory Data Analysis, Quantitative Research, Probability Distribution","Beginner","Course","1 - 3 Months","4.6"
144,"Learn to code with AI","https://www.coursera.org/learn/learn-to-code-with-ai","Scrimba","Coursera","HTML and CSS, Mobile Development, Web Applications, ChatGPT, GitHub, Front-End Web Development, Javascript, Application Deployment, Web Development, Version Control, Responsive Web Design, Video Game Development, Cascading Style Sheets (CSS), Artificial Intelligence, User Interface (UI) Design, Computer Programming, Database Application, Machine Learning","Beginner","Course","1 - 3 Months","4.7"
145,"Fundamentals of Machine Learning and Artificial Intelligence","https://www.coursera.org/learn/fundamentals-of-machine-learning-and-artificial-intelligence","Amazon Web Services","Coursera","Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Deep Learning, Artificial Intelligence, Amazon Web Services, Applied Machine Learning, Machine Learning","Mixed","Course","1 - 4 Weeks","4.6"
146,"Introduction to Generative AI","https://www.coursera.org/learn/introduction-to-generative-ai","Google Cloud","Coursera","Generative AI, Google Cloud Platform, Artificial Intelligence, Machine Learning Methods, Deep Learning, Natural Language Processing","Beginner","Course","1 - 4 Weeks","4.7"
147,"Human Resources Analytics","https://www.coursera.org/learn/human-resources-analytics","University of California, Irvine","Coursera","Data Storytelling, Data-Driven Decision-Making, Training and Development, Performance Metric, Compensation Management, Human Resources, Human Resource Strategy, Workforce Planning, Business Analytics, Data Analysis, Employee Engagement, Recruitment, Talent Acquisition, Employee Retention","Mixed","Course","1 - 4 Weeks","4.6"
148,"Developing Front-End Apps with React","https://www.coursera.org/learn/developing-frontend-apps-with-react","IBM","Coursera","React Redux, React.js, JavaScript Frameworks, Front-End Web Development, Full-Stack Web Development, UI Components, Web Applications, Web Development, Javascript, Event-Driven Programming, Cascading Style Sheets (CSS), Data Structures","Intermediate","Course","1 - 4 Weeks","4.4"
149,"Data Science Math Skills","https://www.coursera.org/learn/datasciencemathskills","Duke University","Coursera","Probability, Bayesian Statistics, General Mathematics, Calculus, Graphing, Data Science, Data Analysis, Plot (Graphics), Algebra, Geometry, Arithmetic, Derivatives","Beginner","Course","1 - 4 Weeks","4.5"
150,"ChatGPT: Master Free AI Tools to Supercharge Productivity","https://www.coursera.org/specializations/chatgpt-free-ai-tools-to-excel","Vanderbilt University","Coursera","Prompt Engineering, ChatGPT, Prompt Patterns, Generative AI, LLM Application, Productivity, AI Personalization, OpenAI, Artificial Intelligence, Personalized Service, Large Language Modeling, Responsible AI, Artificial Intelligence and Machine Learning (AI/ML), Anthropic Claude, Expense Management, Creative Thinking, Productivity Software, Communication, Planning, Marketing","Beginner","Specialization","3 - 6 Months","4.8"
151,"Generative AI for Everyone","https://www.coursera.org/learn/generative-ai-for-everyone","DeepLearning.AI","Coursera","Prompt Engineering, Responsible AI, Generative AI, Large Language Modeling, AI Product Strategy, Artificial Intelligence, Business Process Automation, Automation, Cloud Applications","Beginner","Course","1 - 4 Weeks","4.8"
152,"AI, Business & the Future of Work","https://www.coursera.org/learn/ai-business-future-of-work","Lund University","Coursera","Organizational Strategy, Artificial Intelligence, Responsible AI, Strategic Thinking, Business Transformation, Business Risk Management, Business Intelligence, Business Ethics, Automation, Thought Leadership, Interviewing Skills, Human Machine Interfaces","Beginner","Course","1 - 4 Weeks","4.6"
153,"Build AI Apps with ChatGPT, Dall-E, and GPT-4","https://www.coursera.org/learn/build-ai-apps-with-chatgpt-dalle-gpt4","Scrimba","Coursera","Prompt Engineering, Application Deployment, ChatGPT, OpenAI, Serverless Computing, Cloud Applications, LLM Application, Responsible AI, Application Programming Interface (API), Generative AI, Web Applications, Application Security, Artificial Intelligence, Web Development Tools, Image Analysis, Real Time Data","Intermediate","Course","1 - 3 Months","4.4"
154,"Accelerate Your Learning with ChatGPT","https://www.coursera.org/learn/learning-chatgpt","Deep Teaching Solutions","Coursera","Prompt Engineering, Multimodal Prompts, Creative Thinking, AI Personalization, ChatGPT, Learning Strategies, Curiosity, Critical Thinking, Lifelong Learning, Generative AI, Artificial Intelligence, Constructive Feedback, Artificial Neural Networks, Technical Communication","Beginner","Course","1 - 4 Weeks","4.8"
155,"Generative AI Software Engineering","https://www.coursera.org/specializations/generative-ai-software-engineering","Vanderbilt University","Coursera","Prompt Engineering, ChatGPT, Generative AI Agents, Prompt Patterns, Anthropic Claude, Generative AI, Multimodal Prompts, LLM Application, Productivity, OpenAI, AI Personalization, Agentic systems, Artificial Intelligence and Machine Learning (AI/ML), Software Engineering, Software Development Tools, Software Development, Software Architecture, Automation, Software Testing, Software Design","Beginner","Specialization","3 - 6 Months","4.8"
156,"Artificial Intelligence (AI) Education for Teachers","https://www.coursera.org/learn/artificial-intelligence-education-for-teachers","Macquarie University","Coursera","Data Ethics, Responsible AI, Computational Thinking, Design Thinking, Ideation, Artificial Intelligence, Education Software and Technology, Creativity, Ethical Standards And Conduct, Artificial Intelligence and Machine Learning (AI/ML), Data Literacy, Data-Driven Decision-Making, Machine Learning, Data Quality, Analysis, Data Processing, Computer Science, Computer Programming, Algorithms","Beginner","Course","1 - 3 Months","4.7"
157,"A Comprehensive Excel Masterclass","https://www.coursera.org/learn/illinois-tech-a-comprehensive-excel-masterclass-unleashing-business-potential","Illinois Tech","Coursera","Capital Budgeting, Data Visualization, Microsoft Excel, Dashboard, Business Intelligence, Interactive Data Visualization, Excel Formulas, Financial Analysis, Data Analysis Expressions (DAX), Pivot Tables And Charts, Key Performance Indicators (KPIs), Google Sheets, Financial Modeling, Data-Driven Decision-Making, Loans","Intermediate","Course","1 - 4 Weeks","4.8"
158,"Responsible AI Practices","https://www.coursera.org/learn/responsible-artificial-intelligence-practices","Amazon Web Services","Coursera","Responsible AI, Human Centered Design, Data Ethics, Artificial Intelligence, Amazon Web Services, Machine Learning","Beginner","Course","1 - 4 Weeks","3.8"
159,"Generative AI Fundamentals","https://www.coursera.org/specializations/generative-ai-for-everyone","IBM","Coursera","Prompt Engineering, Generative AI, Prompt Patterns, Generative Model Architectures, Responsible AI, OpenAI, ChatGPT, AI Product Strategy, Data Ethics, Large Language Modeling, Leadership and Management, LLM Application, Strategic Leadership, Risking, Business Ethics, Legal Risk, Artificial Intelligence and Machine Learning (AI/ML), Business Development, Deep Learning, Content Creation","Beginner","Specialization","3 - 6 Months","4.7"
160,"Overview of Data Visualization","https://www.coursera.org/projects/overview-data-visualization","Coursera Project Network","Coursera","Data Visualization, Data Literacy, Data Presentation, Google Sheets, Data Compilation, Data Visualization Software, Graphing, Spreadsheet Software","Beginner","Guided Project","Less Than 2 Hours","4.6"
161,"Microsoft 365 Fundamentals","https://www.coursera.org/specializations/microsoft-365-fundamentals","Microsoft","Coursera","Multimedia, Microsoft PowerPoint, Microsoft Excel, Excel Formulas, Microsoft Word, Microsoft 365, Data Visualization, Presentations, Spreadsheet Software, Microsoft Office, Productivity Software, Collaborative Software, Data Import/Export, Microsoft Windows, Proofreading, Editing, Document Management, Technical Documentation, Writing, Computer Literacy","Beginner","Specialization","3 - 6 Months","4.7"
162,"Problem Solving, Python Programming, and Video Games","https://www.coursera.org/learn/problem-solving-programming-video-games","University of Alberta","Coursera","Computational Thinking, Video Game Development, Game Design, Programming Principles, Animation and Game Design, Software Quality (SQA/SQC), Problem Solving, Computer Programming, Program Development, Software Engineering, Python Programming, Algorithms, Object Oriented Programming (OOP), Pseudocode, Data Structures, Application Design, Debugging, Computer Science, Test Planning","Beginner","Course","1 - 3 Months","4.3"
163,"Interactive and Immersive Experiences with Generative AI","https://www.coursera.org/learn/interactive-and-immersive-experiences-with-generative-ai","Coursera Instructor Network","Coursera","AI Personalization, Generative AI, Virtual Environment, Augmented and Virtual Reality (AR/VR), Artificial Intelligence, Creativity, Storytelling, Game Design, Interactive Design, Persona (User Experience), Prompt Engineering, Storyboarding, Innovation, Media Production","Intermediate","Course","1 - 4 Weeks","4.4"
164,"Practice Exam for CompTIA Tech+ Certification","https://www.coursera.org/learn/practice-exam-for-comptia-itf-plus-certification","IBM","Coursera","Cloud Infrastructure, Computer Programming, Artificial Intelligence, Mockups, Network Security","Intermediate","Course","1 - 4 Weeks","4.8"
165,"AWS Fundamentals","https://www.coursera.org/specializations/aws-fundamentals","Amazon Web Services","Coursera","AWS Identity and Access Management (IAM), Amazon CloudWatch, Amazon DynamoDB, Amazon Web Services, Serverless Computing, Cloud Computing, Amazon S3, Scalability, Amazon Elastic Compute Cloud, Event-Driven Programming, Solution Architecture, Cloud Computing Architecture, Data Migration, Cloud Storage, Software Architecture, API Gateway, Cloud Management, Cloud Infrastructure, Cloud Security, Data Import/Export","Beginner","Specialization","1 - 3 Months","4.8"
166,"AI for Education (Intermediate)","https://www.coursera.org/learn/ai-for-education-intermediate","Kennesaw State University","Coursera","Prompt Engineering, Responsible AI, Generative AI, Education Software and Technology, ChatGPT, Peer Review, Verbal Communication Skills, Artificial Intelligence, Differentiated Instruction","Intermediate","Course","1 - 4 Weeks","4.5"
167,"AI Materials","https://www.coursera.org/learn/ai-materials","Korea Advanced Institute of Science and Technology(KAIST)","Coursera","Artificial Intelligence, Materials science, Image Analysis, Computer Vision, Manufacturing Processes, Machine Learning, Deep Learning","Beginner","Course","1 - 3 Months","4.7"
168,"Create Your First Python Program From UST","https://www.coursera.org/projects/first-python-program-ust","Coursera Project Network","Coursera","Python Programming, Command-Line Interface, Programming Principles, Computer Programming, Scripting, Scripting Languages, Development Environment","Beginner","Guided Project","Less Than 2 Hours","4.6"
169,"Multi AI Agent Systems with crewAI","https://www.coursera.org/projects/multi-ai-agent-systems-with-crewai","DeepLearning.AI","Coursera","Generative AI Agents, Artificial Intelligence, LLM Application, Agentic systems, Business Process Automation, Automation, Tool Calling, Debugging, Prompt Engineering, Coordination, Prioritization","Beginner","Project","Less Than 2 Hours","4.8"
170,"Landing.AI for Beginners: Build Data Visualization AI Models","https://www.coursera.org/learn/landing-ai-for-beginners-build-data-visualization-ai-models","Coursera Project Network","Coursera","Generative AI, Image Analysis, Application Deployment, Computer Vision, Visualization (Computer Graphics), Cloud Computing, Deep Learning, Supervised Learning","Beginner","Course","1 - 4 Weeks","4.4"
171,"Preparing for Google Cloud Certification: Cloud Developer","https://www.coursera.org/professional-certificates/google-cloud-developer","Google Cloud","Coursera","Google Gemini, Cloud Applications, Google Cloud Platform, Containerization, Cloud Infrastructure, Application Deployment, Prompt Engineering, CI/CD, Kubernetes, Cloud Development, Microservices, Docker (Software), Application Development, Serverless Computing, Identity and Access Management, Cloud Services, Virtual Machines, Cloud Computing, Cloud Storage, Debugging","Intermediate","Professional Certificate","3 - 6 Months","4.7"
172,"Create Charts and Dashboards Using Microsoft Excel","https://www.coursera.org/projects/create-charts-dashboards-using-microsoft-excel","Coursera Project Network","Coursera","Dashboard, Microsoft Excel, Microsoft 365, Microsoft Office, Spreadsheet Software, Data Visualization, Trend Analysis, Data Analysis","Intermediate","Guided Project","Less Than 2 Hours","4.6"
173,"Machine Learning Pipelines with Azure ML Studio","https://www.coursera.org/projects/azure-machine-learning-studio-pipeline","Coursera Project Network","Coursera","Applied Machine Learning, Classification And Regression Tree (CART), Predictive Modeling, Microsoft Azure, No-Code Development, Machine Learning, Feature Engineering, Data Pipelines, Data Science, Data Analysis, Data Processing, Application Deployment","Beginner","Guided Project","Less Than 2 Hours","4.5"
174,"Google Advanced Data Analytics","https://www.coursera.org/professional-certificates/google-advanced-data-analytics","Google","Coursera","Data Storytelling, Data Visualization, Data Ethics, Exploratory Data Analysis, Sampling (Statistics), Data Presentation, Data Visualization Software, Feature Engineering, Regression Analysis, Descriptive Statistics, Statistical Hypothesis Testing, Advanced Analytics, Data Analysis, Tableau Software, Data Science, Statistical Analysis, Machine Learning, Object Oriented Programming (OOP), Interviewing Skills, Python Programming","Advanced","Professional Certificate","3 - 6 Months","4.7"
175,"Google Business Intelligence","https://www.coursera.org/professional-certificates/google-business-intelligence","Google","Coursera","Data Modeling, Stakeholder Engagement, Database Design, Dashboard, Business Intelligence, Extract, Transform, Load, Tableau Software, Data Warehousing, Data Pipelines, Data Integrity, Data Validation, Data-Driven Decision-Making, Data Visualization, Interviewing Skills, Business Process, Business Analysis, Professional Development, Google Gemini, Data Analysis, SQL","Advanced","Professional Certificate","3 - 6 Months","4.8"
176,"Data Science Challenge","https://www.coursera.org/projects/data-science-challenge","Coursera Project Network","Coursera","Applied Machine Learning, Jupyter, Machine Learning, Predictive Modeling, Data Science, Python Programming, Predictive Analytics, Data Analysis","Intermediate","Guided Project","Less Than 2 Hours","4.7"
177,"Mathematics for Machine Learning","https://www.coursera.org/specializations/mathematics-machine-learning","Imperial College London","Coursera","Linear Algebra, Dimensionality Reduction, NumPy, Regression Analysis, Calculus, Applied Mathematics, Probability & Statistics, Machine Learning Algorithms, Jupyter, Data Science, Advanced Mathematics, Statistics, Statistical Analysis, Artificial Neural Networks, Algorithms, Data Manipulation, Python Programming, Machine Learning, Derivatives","Beginner","Specialization","3 - 6 Months","4.6"
178,"Introduction to Business Analysis Using Spreadsheets: Basics","https://www.coursera.org/projects/business-analysis-using-spreadsheets","Coursera Project Network","Coursera","Google Sheets, Data Visualization, Spreadsheet Software, Data Presentation, Data Analysis, Data Visualization Software, Business Analytics, Productivity Software, Business Analysis, Data Manipulation, Descriptive Statistics, Analysis, Statistics, Excel Formulas, Data Cleansing, Mathematical Software","Beginner","Guided Project","Less Than 2 Hours","4.3"
179,"Code Free Data Science","https://www.coursera.org/learn/code-free-data-science","University of California San Diego","Coursera","Predictive Modeling, Data Manipulation, Predictive Analytics, Big Data, Data Processing, Data Mining, Data Analysis, Data Science, Data-Driven Decision-Making, Unsupervised Learning, Statistical Analysis, Analytics, No-Code Development, Software Installation","Beginner","Course","1 - 4 Weeks","4.3"
180,"Data Analysis and Presentation Skills: the PwC Approach","https://www.coursera.org/specializations/pwc-analytics","PwC","Coursera","Analytics, Data Visualization, Business Analytics, Data Analysis, Microsoft PowerPoint, Data Presentation, Presentations, Excel Formulas, Data-Driven Decision-Making, Dashboard, Business Intelligence, Microsoft Excel, Customer Analysis, Data Visualization Software, Big Data, Data Storytelling, Target Audience, Business Consulting, Spreadsheet Software, Data Cleansing","Beginner","Specialization","3 - 6 Months","4.6"
181,"Python 3 Programming","https://www.coursera.org/specializations/python-3-programming","University of Michigan","Coursera","Unified Modeling Language, JSON, Object Oriented Programming (OOP), Software Design, Debugging, Object Oriented Design, Data Processing, Web Scraping, Unit Testing, Programming Principles, Python Programming, Data Import/Export, Restful API, Image Analysis, Data Manipulation, Jupyter, Computer Programming, Data Structures, Software Engineering, File Management","Beginner","Specialization","3 - 6 Months","4.8"
182,"Business and Financial Modeling","https://www.coursera.org/specializations/wharton-business-financial-modeling","University of Pennsylvania","Coursera","Risk Modeling, Financial Statements, Probability Distribution, Mathematical Modeling, Statistical Modeling, Portfolio Management, Regression Analysis, Business Modeling, Financial Modeling, Strategic Decision-Making, Risk Management, Presentations, Decision Making, Data Visualization, Microsoft PowerPoint, Predictive Modeling, Investment Management, Spreadsheet Software, Google Sheets, Microsoft Excel","Beginner","Specialization","3 - 6 Months","4.5"
